uid,namedLocation,domainID,siteID,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,nlcdClass,plotID,subplotID,endDate,boutNumber,samplingProtocolVersion,divDataType,targetTaxaPresent,otherVariablesPresent,taxonID,scientificName,taxonRank,family,nativeStatusCode,identificationQualifier,taxonIDRemarks,morphospeciesID,morphospeciesIDRemarks,identificationReferences,otherVariables,percentCover,heightPlantOver300cm,heightPlantSpecies,remarks,measuredBy,recordedBy,samplingImpractical,samplingImpracticalRemarks,biophysicalCriteria
"3762c82c-b081-4676-81b6-30562b16b02f","SJER_001.basePlot.div","D17","SJER",37.106602,-119.720240,"WGS84",20.10,399.7,0.1,"grasslandHerbaceous","SJER_001","32.2.1","2019-04-23",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","BRTE","Bromus tectorum L.","species","Poaceae","I","cf. species",,,,,,5.00,"N",,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"1bdae7c4-6d6a-4d76-8e33-76a31d0a3e33","SJER_002.basePlot.div","D17","SJER",37.082813,-119.743324,"WGS84",20.10,349.6,0.1,"grasslandHerbaceous","SJER_002","40.1.1","2019-04-23",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","HYGL2","Hypochaeris glabra L.","species","Asteraceae","I",,,,,,,3.00,"N",,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"83f85dfb-8086-407b-91fe-5f2042c733cc","SJER_002.basePlot.div","D17","SJER",37.082813,-119.743324,"WGS84",20.10,349.6,0.1,"grasslandHerbaceous","SJER_002","32.2.1","2019-04-23",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","HYGL2","Hypochaeris glabra L.","species","Asteraceae","I",,,,,,,5.00,"N",,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"e03984a6-464f-432f-a074-27e39de1d2bc","SJER_002.basePlot.div","D17","SJER",37.082813,-119.743324,"WGS84",20.10,349.6,0.1,"grasslandHerbaceous","SJER_002","31.1.1","2019-04-23",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","BRRU2","Bromus rubens L.","species","Poaceae","I",,,,,,,0.50,"N",,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"5e1a2e1a-568b-4da7-ad44-6b82786e2d05","SJER_001.basePlot.div","D17","SJER",37.106602,-119.720240,"WGS84",20.10,399.7,0.1,"grasslandHerbaceous","SJER_001","32.4.1","2019-04-23",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","HYGL2","Hypochaeris glabra L.","species","Asteraceae","I",,,,,,,28.00,"N",,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"869dc392-9ff5-415a-80ba-e226669b12ef","SJER_002.basePlot.div","D17","SJER",37.082813,-119.743324,"WGS84",20.10,349.6,0.1,"grasslandHerbaceous","SJER_002","32.4.1","2019-04-23",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","VULPI","Vulpia sp.","genus","Poaceae","UNK",,,,,,,0.50,"N",,"VUMI/VUMY","0000-0002-2320-6648","0000-0001-5494-1832",,,
"71b7716e-dbd0-412d-987f-46a704da4ba1","SJER_001.basePlot.div","D17","SJER",37.106602,-119.720240,"WGS84",20.10,399.7,0.1,"grasslandHerbaceous","SJER_001","32.2.1","2019-04-23",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"litter",20.00,,,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"ef3f6f14-ef5e-4d3c-8c4c-980dd9712eec","SJER_001.basePlot.div","D17","SJER",37.106602,-119.720240,"WGS84",20.10,399.7,0.1,"grasslandHerbaceous","SJER_001","32.2.1","2019-04-23",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","QUWI2","Quercus wislizeni A. DC.","species","Fagaceae","N",,,,,,,0.50,"N",,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"f3e66f71-b60d-416c-afb8-c0a35b259746","SJER_002.basePlot.div","D17","SJER",37.082813,-119.743324,"WGS84",20.10,349.6,0.1,"grasslandHerbaceous","SJER_002","40.3.1","2019-04-23",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"soil",35.00,,,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"c1d81084-d7e1-4bd0-b853-e02dfba7a378","SJER_002.basePlot.div","D17","SJER",37.082813,-119.743324,"WGS84",20.10,349.6,0.1,"grasslandHerbaceous","SJER_002","40.3.1","2019-04-23",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"litter",25.00,,,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"62dcb5fc-2701-4680-867e-78297d95d77c","SJER_002.basePlot.div","D17","SJER",37.082813,-119.743324,"WGS84",20.10,349.6,0.1,"grasslandHerbaceous","SJER_002","31.1.1","2019-04-23",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","TRMI4","Trifolium microcephalum Pursh","species","Fabaceae","N",,,,,,,1.00,"N",,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"78fff218-fbc7-4b40-b822-b13cda0fd505","SJER_002.basePlot.div","D17","SJER",37.082813,-119.743324,"WGS84",20.10,349.6,0.1,"grasslandHerbaceous","SJER_002","41.4.1","2019-04-23",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"lichen",5.00,,,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"ae758261-abc7-4600-9284-cb011efce073","SJER_002.basePlot.div","D17","SJER",37.082813,-119.743324,"WGS84",20.10,349.6,0.1,"grasslandHerbaceous","SJER_002","40.1.1","2019-04-23",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","CEGL2","Cerastium glomeratum Thuill.","species","Caryophyllaceae","I",,,,,,,2.00,"N",,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"9f94e6ac-5a8e-4871-be2e-e2a1bb3b9c53","SJER_002.basePlot.div","D17","SJER",37.082813,-119.743324,"WGS84",20.10,349.6,0.1,"grasslandHerbaceous","SJER_002","32.4.1","2019-04-23",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","ERBO","Erodium botrys (Cav.) Bertol.","species","Geraniaceae","I",,,,,,,7.00,"N",,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"b97266b8-54c2-46b0-924e-11aa55d0b072","SJER_002.basePlot.div","D17","SJER",37.082813,-119.743324,"WGS84",20.10,349.6,0.1,"grasslandHerbaceous","SJER_002","32.2.1","2019-04-23",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","ERBO","Erodium botrys (Cav.) Bertol.","species","Geraniaceae","I",,,,,,,1.00,"N",,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"c40457ec-82b3-4902-955e-641af72864b2","SJER_002.basePlot.div","D17","SJER",37.082813,-119.743324,"WGS84",20.10,349.6,0.1,"grasslandHerbaceous","SJER_002","41.4.1","2019-04-23",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","POACEA","Poaceae sp.","family","Poaceae","UNK",,,"Delicatelobstergrass_2019","Densely clusered delicate spikelets",,,0.50,"N",,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"5359191e-563a-4e99-a49b-c3208268cd34","SJER_002.basePlot.div","D17","SJER",37.082813,-119.743324,"WGS84",20.10,349.6,0.1,"grasslandHerbaceous","SJER_002","32.4.1","2019-04-23",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"rock",30.00,,,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"52f9faa1-f5b0-4706-a1ea-f107360e8747","SJER_002.basePlot.div","D17","SJER",37.082813,-119.743324,"WGS84",20.10,349.6,0.1,"grasslandHerbaceous","SJER_002","40.1.1","2019-04-23",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"wood",1.00,,,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"4e2706b4-b82a-4a3c-9fd8-1139654f411d","SJER_002.basePlot.div","D17","SJER",37.082813,-119.743324,"WGS84",20.10,349.6,0.1,"grasslandHerbaceous","SJER_002","32.4.1","2019-04-23",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"litter",25.00,,,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"ebb01959-528c-4de7-a751-9ed6fb4f8c61","SJER_002.basePlot.div","D17","SJER",37.082813,-119.743324,"WGS84",20.10,349.6,0.1,"grasslandHerbaceous","SJER_002","32.4.1","2019-04-23",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","BRDI3","Bromus diandrus Roth","species","Poaceae","I",,,,,,,5.00,"N",,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"e47556b5-d0af-4aa9-ace1-800b27d85fc3","SJER_002.basePlot.div","D17","SJER",37.082813,-119.743324,"WGS84",20.10,349.6,0.1,"grasslandHerbaceous","SJER_002","41.4.1","2019-04-23",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","VULPI","Vulpia sp.","genus","Poaceae","UNK",,,,,,,0.50,"N",,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"3ce5a121-dba5-4391-ba88-1efd96698c34","SJER_002.basePlot.div","D17","SJER",37.082813,-119.743324,"WGS84",20.10,349.6,0.1,"grasslandHerbaceous","SJER_002","41.4.1","2019-04-23",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","CLPU2","Clarkia purpurea (W. Curtis) A. Nelson & J.F. Macbr.","species","Onagraceae","N",,,,,,,0.50,"N",,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"e60d7cbc-35e1-4c22-9c48-7521ea4ba85f","SJER_002.basePlot.div","D17","SJER",37.082813,-119.743324,"WGS84",20.10,349.6,0.1,"grasslandHerbaceous","SJER_002","32.2.1","2019-04-23",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","CRSE11","Croton setigerus Hook.","species","Euphorbiaceae","N",,,,,,,0.50,"N",,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"5d879f70-08e7-40b7-a81e-6ffd963f9ee9","SJER_001.basePlot.div","D17","SJER",37.106602,-119.720240,"WGS84",20.10,399.7,0.1,"grasslandHerbaceous","SJER_001","32.4.1","2019-04-23",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"soil",1.00,,,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"c422a2c9-cba4-4f48-b3ce-7b8063444008","SJER_002.basePlot.div","D17","SJER",37.082813,-119.743324,"WGS84",20.10,349.6,0.1,"grasslandHerbaceous","SJER_002","40.1.1","2019-04-23",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"soil",15.00,,,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"1649eaeb-21b1-420a-a36c-4637df326a9e","SJER_002.basePlot.div","D17","SJER",37.082813,-119.743324,"WGS84",20.10,349.6,0.1,"grasslandHerbaceous","SJER_002","32.2.1","2019-04-23",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"standingDead",0.50,,,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"671bfe00-c346-4f09-9748-f5605f5645e4","SJER_002.basePlot.div","D17","SJER",37.082813,-119.743324,"WGS84",20.10,349.6,0.1,"grasslandHerbaceous","SJER_002","32.2.1","2019-04-23",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","VULPI","Vulpia sp.","genus","Poaceae","UNK",,,,,,,2.00,"N",,"VUMI/VUMY","0000-0002-2320-6648","0000-0001-5494-1832",,,
"15bd747a-0133-4c46-807a-a808bd64d483","SJER_001.basePlot.div","D17","SJER",37.106602,-119.720240,"WGS84",20.10,399.7,0.1,"grasslandHerbaceous","SJER_001","32.2.1","2019-04-23",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","HOMUL","Hordeum murinum L. ssp. leporinum (Link) Arcang.","subspecies","Poaceae","I","cf. subspecies",,,,,,30.00,"N",,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"b9114f05-7a01-4135-b1f3-a172a66e9be2","SJER_002.basePlot.div","D17","SJER",37.082813,-119.743324,"WGS84",20.10,349.6,0.1,"grasslandHerbaceous","SJER_002","40.3.1","2019-04-23",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","ERBO","Erodium botrys (Cav.) Bertol.","species","Geraniaceae","I",,,,,,,8.00,"N",,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"d4b64390-5948-4c1e-b845-a219518ea740","SJER_002.basePlot.div","D17","SJER",37.082813,-119.743324,"WGS84",20.10,349.6,0.1,"grasslandHerbaceous","SJER_002","40.3.1","2019-04-23",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","BRDI3","Bromus diandrus Roth","species","Poaceae","I",,,,,,,7.00,"N",,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"4c85eb5d-adde-4e5c-b859-e51ba4045d33","SJER_002.basePlot.div","D17","SJER",37.082813,-119.743324,"WGS84",20.10,349.6,0.1,"grasslandHerbaceous","SJER_002","32.2.1","2019-04-23",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"lichen",5.00,,,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"e0992658-62a1-4e29-a2ba-bc34a241d56d","SJER_001.basePlot.div","D17","SJER",37.106602,-119.720240,"WGS84",20.10,399.7,0.1,"grasslandHerbaceous","SJER_001","32.4.1","2019-04-23",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"standingDead",0.50,,,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"ca30ed32-147c-4b2c-a6db-25e8c05e9f14","SJER_002.basePlot.div","D17","SJER",37.082813,-119.743324,"WGS84",20.10,349.6,0.1,"grasslandHerbaceous","SJER_002","40.3.1","2019-04-23",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","PLNO","Plagiobothrys nothofulvus (A. Gray) A. Gray","species","Boraginaceae","N",,,,,,,6.00,"N",,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"f497bdac-09b7-40e5-bf40-d4b35dedc058","SJER_001.basePlot.div","D17","SJER",37.106602,-119.720240,"WGS84",20.10,399.7,0.1,"grasslandHerbaceous","SJER_001","32.2.1","2019-04-23",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"scat",3.00,,,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"6787097c-67f9-40e2-a372-16a2aad02f36","SJER_002.basePlot.div","D17","SJER",37.082813,-119.743324,"WGS84",20.10,349.6,0.1,"grasslandHerbaceous","SJER_002","32.4.1","2019-04-23",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"moss",4.00,,,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"3fd3cefc-79b6-425c-826c-db5c96a9ee70","SJER_002.basePlot.div","D17","SJER",37.082813,-119.743324,"WGS84",20.10,349.6,0.1,"grasslandHerbaceous","SJER_002","32.2.1","2019-04-23",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"moss",6.00,,,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"e3d09764-b60c-490a-9481-e33780355f63","SJER_002.basePlot.div","D17","SJER",37.082813,-119.743324,"WGS84",20.10,349.6,0.1,"grasslandHerbaceous","SJER_002","31.1.1","2019-04-23",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"litter",40.00,,,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"7986d4b3-90cc-496d-a521-e1404d713528","SJER_002.basePlot.div","D17","SJER",37.082813,-119.743324,"WGS84",20.10,349.6,0.1,"grasslandHerbaceous","SJER_002","40.1.1","2019-04-23",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","VULPI","Vulpia sp.","genus","Poaceae","UNK",,,,,,,0.50,"N",,"VUMI/VUMY","0000-0002-2320-6648","0000-0001-5494-1832",,,
"7f9772b6-71a6-4a07-8723-40a07a5f45c0","SJER_002.basePlot.div","D17","SJER",37.082813,-119.743324,"WGS84",20.10,349.6,0.1,"grasslandHerbaceous","SJER_002","31.1.1","2019-04-23",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","AVBA","Avena barbata Pott ex Link","species","Poaceae","I",,,,,,,1.00,"N",,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"d935013c-84fa-4e63-af8d-8e0fb7240574","SJER_002.basePlot.div","D17","SJER",37.082813,-119.743324,"WGS84",20.10,349.6,0.1,"grasslandHerbaceous","SJER_002","31.1.1","2019-04-23",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","LUBI","Lupinus bicolor Lindl.","species","Fabaceae","N",,,,,,,0.50,"N",,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"85b6815c-2398-46e5-ab16-02b28119d5ba","SJER_045.basePlot.div","D17","SJER",37.112827,-119.731615,"WGS84",20.10,412.8,0.1,"evergreenForest","SJER_045","31.1.1","2019-04-24",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","ERBO","Erodium botrys (Cav.) Bertol.","species","Geraniaceae","I",,,,,,,3.00,"N",,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"ccb5e0c6-d81c-4b50-83b4-9bf87fc34848","SJER_045.basePlot.div","D17","SJER",37.112827,-119.731615,"WGS84",20.10,412.8,0.1,"evergreenForest","SJER_045","41.4.1","2019-04-24",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","GEMO","Geranium molle L.","species","Geraniaceae","I",,,,,,,25.00,"N",,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"835c6f08-6d7b-4e90-84ad-359836414799","SJER_045.basePlot.div","D17","SJER",37.112827,-119.731615,"WGS84",20.10,412.8,0.1,"evergreenForest","SJER_045","41.4.1","2019-04-24",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"standingDead",0.50,,,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"ba9290be-5f87-4244-a856-b97a3eeeedcd","SJER_045.basePlot.div","D17","SJER",37.112827,-119.731615,"WGS84",20.10,412.8,0.1,"evergreenForest","SJER_045","31.1.1","2019-04-24",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"soil",3.00,,,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"6be8e173-5e1d-4b85-a8cb-e08305bcb0dc","SJER_045.basePlot.div","D17","SJER",37.112827,-119.731615,"WGS84",20.10,412.8,0.1,"evergreenForest","SJER_045","40.3.1","2019-04-24",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","HYGL2","Hypochaeris glabra L.","species","Asteraceae","I",,,,,,,7.00,"N",,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"52e8f468-e96d-411d-87e4-100f69ebb25a","SJER_045.basePlot.div","D17","SJER",37.112827,-119.731615,"WGS84",20.10,412.8,0.1,"evergreenForest","SJER_045","40.1.1","2019-04-24",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","HYGL2","Hypochaeris glabra L.","species","Asteraceae","I",,,,,,,20.00,"N",,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"47b07881-32fc-422e-a473-98bb52a84bf0","SJER_045.basePlot.div","D17","SJER",37.112827,-119.731615,"WGS84",20.10,412.8,0.1,"evergreenForest","SJER_045","31.1.1","2019-04-24",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"standingDead",0.50,,,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"b7cca5b8-c218-4763-aca6-9a72178235b2","SJER_045.basePlot.div","D17","SJER",37.112827,-119.731615,"WGS84",20.10,412.8,0.1,"evergreenForest","SJER_045","40.1.1","2019-04-24",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","AMMEI2","Amsinckia menziesii (Lehm.) A. Nelson & J.F. Macbr. var. intermedia (Fisch. & C.A. Mey.) Ganders","variety","Boraginaceae","N",,,,,,,2.00,"N",,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"d1d38eee-bd2f-4735-89d2-b43963053e97","SJER_045.basePlot.div","D17","SJER",37.112827,-119.731615,"WGS84",20.10,412.8,0.1,"evergreenForest","SJER_045","41.4.1","2019-04-24",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"soil",1.00,,,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"119a7cc7-2cc0-40c0-881d-14292f8d0ef9","SJER_045.basePlot.div","D17","SJER",37.112827,-119.731615,"WGS84",20.10,412.8,0.1,"evergreenForest","SJER_045","41.4.1","2019-04-24",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","HYGL2","Hypochaeris glabra L.","species","Asteraceae","I",,,,,,,1.00,"N",,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"adc8507c-ec9b-47f9-ac20-862c432a824a","SJER_045.basePlot.div","D17","SJER",37.112827,-119.731615,"WGS84",20.10,412.8,0.1,"evergreenForest","SJER_045","40.3.1","2019-04-24",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","TOAR","Torilis arvensis (Huds.) Link","species","Apiaceae","I","cf. species",,,,,,1.00,"N",,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"53dc02ee-8341-478e-906d-07221238aa5f","SJER_045.basePlot.div","D17","SJER",37.112827,-119.731615,"WGS84",20.10,412.8,0.1,"evergreenForest","SJER_045","31.1.1","2019-04-24",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","AVBA","Avena barbata Pott ex Link","species","Poaceae","I",,,,,,,0.50,"N",,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"e65229ea-ae59-4d06-aacb-48aec64af0f5","SJER_045.basePlot.div","D17","SJER",37.112827,-119.731615,"WGS84",20.10,412.8,0.1,"evergreenForest","SJER_045","40.1.1","2019-04-24",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","SIGA","Silene gallica L.","species","Caryophyllaceae","I",,,,,,,3.00,"N",,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"40d1a3a0-7d67-4fa4-9bdd-6e7defdbb1f1","SJER_045.basePlot.div","D17","SJER",37.112827,-119.731615,"WGS84",20.10,412.8,0.1,"evergreenForest","SJER_045","40.3.1","2019-04-24",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","AICA","Aira caryophyllea L.","species","Poaceae","I",,,,,,,0.50,"N",,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"8a2d4398-2fbe-40a3-82e7-9bc5d02bcb04","SJER_045.basePlot.div","D17","SJER",37.112827,-119.731615,"WGS84",20.10,412.8,0.1,"evergreenForest","SJER_045","40.3.1","2019-04-24",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"wood",5.00,,,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"3b9194dd-0268-4bab-b6bc-946a426f510f","SJER_045.basePlot.div","D17","SJER",37.112827,-119.731615,"WGS84",20.10,412.8,0.1,"evergreenForest","SJER_045","40.3.1","2019-04-24",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","BRHO2","Bromus hordeaceus L.","species","Poaceae","I",,,,,,,2.00,"N",,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"77886045-a42d-411a-9c78-8c209ca135b4","SJER_045.basePlot.div","D17","SJER",37.112827,-119.731615,"WGS84",20.10,412.8,0.1,"evergreenForest","SJER_045","31.1.1","2019-04-24",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","TRWI3","Trifolium willdenovii Spreng.","species","Fabaceae","N",,,,,,,1.00,"N",,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"8671c6dc-342b-4d0a-8295-cfff7b28c6d7","SJER_045.basePlot.div","D17","SJER",37.112827,-119.731615,"WGS84",20.10,412.8,0.1,"evergreenForest","SJER_045","40.1.1","2019-04-24",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","BRDI3","Bromus diandrus Roth","species","Poaceae","I",,,,,,,3.00,"N",,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"868568b6-bdec-4123-97a0-f1d32bc49b5d","SJER_045.basePlot.div","D17","SJER",37.112827,-119.731615,"WGS84",20.10,412.8,0.1,"evergreenForest","SJER_045","40.3.1","2019-04-24",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","OXRA","Oxalis radicosa A. Rich.","species","Oxalidaceae","I",,,,,,,20.00,"N",,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"e7fedaf5-5c1f-4692-b2e8-f852962336db","SJER_045.basePlot.div","D17","SJER",37.112827,-119.731615,"WGS84",20.10,412.8,0.1,"evergreenForest","SJER_045","41.4.1","2019-04-24",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"litter",40.00,,,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"12fe61ab-ea10-468d-9df0-78e1d04c9783","SJER_045.basePlot.div","D17","SJER",37.112827,-119.731615,"WGS84",20.10,412.8,0.1,"evergreenForest","SJER_045","40.3.1","2019-04-24",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","PTDR","Pterostegia drymarioides Fisch. & C.A. Mey.","species","Polygonaceae","N",,,,,,,10.00,"N",,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"5dbbd49f-0345-423e-a572-d286e468d753","SJER_045.basePlot.div","D17","SJER",37.112827,-119.731615,"WGS84",20.10,412.8,0.1,"evergreenForest","SJER_045","41.4.1","2019-04-24",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","VULPI","Vulpia sp.","genus","Poaceae","UNK",,,,,,,12.00,"N",,"VUMI/VUMY","0000-0002-2320-6648","0000-0001-5494-1832",,,
"23ffede9-dec2-476b-bb5b-3733f6aed2e2","SJER_045.basePlot.div","D17","SJER",37.112827,-119.731615,"WGS84",20.10,412.8,0.1,"evergreenForest","SJER_045","31.1.1","2019-04-24",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","HYGL2","Hypochaeris glabra L.","species","Asteraceae","I",,,,,,,5.00,"N",,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"7ead792a-3bef-47f5-b352-02031feaa61b","SJER_045.basePlot.div","D17","SJER",37.112827,-119.731615,"WGS84",20.10,412.8,0.1,"evergreenForest","SJER_045","41.4.1","2019-04-24",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"wood",0.50,,,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"f27d0791-f62a-4771-9535-88a72d9a8a46","SJER_045.basePlot.div","D17","SJER",37.112827,-119.731615,"WGS84",20.10,412.8,0.1,"evergreenForest","SJER_045","31.1.1","2019-04-24",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","CLPE","Claytonia perfoliata Donn ex Willd.","species","Portulacaceae","N","cf. species",,,,,,1.00,"N",,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"3755eb25-9c06-4926-9dae-5b8d04aa2553","SJER_045.basePlot.div","D17","SJER",37.112827,-119.731615,"WGS84",20.10,412.8,0.1,"evergreenForest","SJER_045","31.1.1","2019-04-24",1,"NEON.DOC.014042vG","plantSpecies","Y","Y","BRDI3","Bromus diandrus Roth","species","Poaceae","I",,,,,,,5.00,"N",,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
"b47fa5fd-9858-44d3-8690-34e14815434a","SJER_045.basePlot.div","D17","SJER",37.112827,-119.731615,"WGS84",20.10,412.8,0.1,"evergreenForest","SJER_045","31.1.1","2019-04-24",1,"NEON.DOC.014042vG","otherVariables","Y","Y",,,,,,,,,,,"litter",26.00,,,,"0000-0002-2320-6648","0000-0001-5494-1832",,,
